#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9Y2A7	uniprotkb:Q7L576	intact:EBI-389845|dip:DIP-31119N|uniprotkb:O60329|uniprotkb:Q53QN5|uniprotkb:Q53S94|uniprotkb:Q53Y35	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:nckp1_human(display_long)|uniprotkb:NCKAP1(gene name)|psi-mi:NCKAP1(display_short)|uniprotkb:HEM2(gene name synonym)|uniprotkb:KIAA0587(gene name synonym)|uniprotkb:NAP1(gene name synonym)|uniprotkb:p125Nap1(gene name synonym)|uniprotkb:Membrane-associated protein HEM-2(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Ismail et al. (2009)	pubmed:19363480|doi:10.1038/nsmb.1587|imex:IM-14269	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(DIP)	intact:EBI-15768478|imex:IM-14269-7|dip:DIP-66914E	intact-miscore:0.81
uniprotkb:Q9NYB9	uniprotkb:Q7L576	intact:EBI-743598|uniprotkb:B4DSN1|uniprotkb:Q13147|uniprotkb:Q13249|uniprotkb:Q13801|uniprotkb:Q9BV70	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:abi2_human(display_long)|uniprotkb:Abelson interactor 2(gene name synonym)|uniprotkb:Abl-binding protein 3(gene name synonym)|uniprotkb:Arg-binding protein 1(gene name synonym)|uniprotkb:ABI2(gene name)|psi-mi:ABI2(display_short)|uniprotkb:ARGBPIA(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0028"(cosedimentation in solution)	Ismail et al. (2009)	pubmed:19363480|doi:10.1038/nsmb.1587|imex:IM-14269	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(DIP)	intact:EBI-15768515|imex:IM-14269-9|dip:DIP-103064E	intact-miscore:0.83
uniprotkb:P15884	uniprotkb:Q96F07	intact:EBI-533224|uniprotkb:Q15440|uniprotkb:Q15441|uniprotkb:Q15439|uniprotkb:B4DT37|uniprotkb:B7Z6Y1|uniprotkb:G0LNU4|uniprotkb:G0LNV2|uniprotkb:B7Z5M6|uniprotkb:G0LNU5|uniprotkb:H3BPQ1|uniprotkb:Q08AP3|uniprotkb:Q08AP2|uniprotkb:G0LNT9|uniprotkb:G0LNU0|uniprotkb:G0LNU1|uniprotkb:G0LNU2|uniprotkb:G0LNU8|uniprotkb:G0LNU9|uniprotkb:G0LNV0|uniprotkb:G0LNV1|uniprotkb:B3KT62|uniprotkb:B3KUC0|uniprotkb:B4DUG3	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:itf2_human(display_long)|uniprotkb:BHLHB19(gene name synonym)|uniprotkb:Class B basic helix-loop-helix protein 19(gene name synonym)|uniprotkb:Immunoglobulin transcription factor 2(gene name synonym)|uniprotkb:SL3-3 enhancer factor 2(gene name synonym)|uniprotkb:ITF2(gene name synonym)|uniprotkb:SEF2(gene name synonym)|uniprotkb:TCF4(gene name)|psi-mi:TCF4(display_short)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Li et al. (2015)	imex:IM-24178|pubmed:25609649	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11322276|imex:IM-24178-204	intact-miscore:0.35
uniprotkb:P50221	uniprotkb:Q7L576	intact:EBI-2864512|uniprotkb:A8K524|uniprotkb:Q15069|uniprotkb:A8MWF9	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:meox1_human(display_long)|uniprotkb:MEOX1(gene name)|psi-mi:MEOX1(display_short)|uniprotkb:MOX1(gene name synonym)|uniprotkb:Mesenchyme homeobox 1(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Corominas et al. (2013)	imex:IM-24135|pubmed:24722188|doi:10.1038/ncomms4650	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-21248543|imex:IM-24135-1047	intact-miscore:0.37
uniprotkb:Q5JST6	uniprotkb:Q7L576	intact:EBI-2349927|uniprotkb:Q9H653|uniprotkb:Q5JST8|uniprotkb:Q68DK4|uniprotkb:Q8NEI0	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:efhc2_human(display_long)|uniprotkb:EFHC2(gene name)|psi-mi:EFHC2(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Corominas et al. (2013)	imex:IM-24135|pubmed:24722188|doi:10.1038/ncomms4650	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-21248535|imex:IM-24135-843	intact-miscore:0.37
uniprotkb:Q9Z1B5	uniprotkb:Q7L576	intact:EBI-2552918|uniprotkb:Q9JI53	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:md2l1_mouse(display_long)|uniprotkb:Mad2l1(gene name)|psi-mi:Mad2l1(display_short)|uniprotkb:Mad2a(gene name synonym)|uniprotkb:Mitotic arrest deficient 2-like protein 1(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein et al. (2015)	pubmed:26496610|imex:IM-24272	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10996176|imex:IM-24272-26	intact-miscore:0.35
uniprotkb:Q921T2	uniprotkb:Q7L576	intact:EBI-2552485|uniprotkb:Q3U7A4|uniprotkb:E9QLK1|uniprotkb:Q1EQW1	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:toip1_mouse(display_long)|uniprotkb:Lamina-associated polypeptide 1B(gene name synonym)|uniprotkb:Tor1aip1(gene name)|psi-mi:Tor1aip1(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein et al. (2015)	pubmed:26496610|imex:IM-24272	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10996616|imex:IM-24272-27	intact-miscore:0.35
uniprotkb:Q9UHB6	uniprotkb:Q7L576	intact:EBI-351479|uniprotkb:Q9UHB5|uniprotkb:B2RB09|uniprotkb:Q59FE8|uniprotkb:Q2TAN7|uniprotkb:Q9BVF2|uniprotkb:Q9H8J1|uniprotkb:Q9HBN5|uniprotkb:Q9NX96|uniprotkb:Q9NXC3|uniprotkb:Q9NXU6|uniprotkb:Q9P0H8	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:lima1_human(display_long)|uniprotkb:EPLIN(gene name synonym)|uniprotkb:PP624(orf name)|uniprotkb:LIMA1(gene name)|psi-mi:LIMA1(display_short)|uniprotkb:SREBP3(gene name synonym)|uniprotkb:Epithelial protein lost in neoplasm(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein et al. (2015)	pubmed:26496610|imex:IM-24272	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-11058729|imex:IM-24272-452	intact-miscore:0.35
uniprotkb:Q8VC57	uniprotkb:Q7L576	intact:EBI-2551470|uniprotkb:Q3UPC0	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:kctd5_mouse(display_long)|uniprotkb:Kctd5(gene name)|psi-mi:Kctd5(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein et al. (2015)	pubmed:26496610|imex:IM-24272	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-11027413|imex:IM-24272-233	intact-miscore:0.35
uniprotkb:P62259	uniprotkb:Q7TMB8	intact:EBI-356480|uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q63631	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:1433e_mouse(display_long)|uniprotkb:Ywhae(gene name)|psi-mi:Ywhae(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0027"(cosedimentation)	Kislinger et al. (2006)	pubmed:16615898|mint:MINT-5218505	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-8312518|mint:MINT-4409810	intact-miscore:0.35
uniprotkb:P62259	uniprotkb:Q7TMB8	intact:EBI-356480|uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q63631	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:1433e_mouse(display_long)|uniprotkb:Ywhae(gene name)|psi-mi:Ywhae(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0027"(cosedimentation)	Kislinger et al. (2006)	pubmed:16615898|mint:MINT-5218505	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-8328780|mint:MINT-4409812	intact-miscore:0.35
uniprotkb:P62259	uniprotkb:Q7TMB8	intact:EBI-356480|uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q63631	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:1433e_mouse(display_long)|uniprotkb:Ywhae(gene name)|psi-mi:Ywhae(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0027"(cosedimentation)	Kislinger et al. (2006)	pubmed:16615898|mint:MINT-5218505	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-8333649|mint:MINT-4409814	intact-miscore:0.35
uniprotkb:P62259	uniprotkb:Q7TMB8	intact:EBI-356480|uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q63631	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:1433e_mouse(display_long)|uniprotkb:Ywhae(gene name)|psi-mi:Ywhae(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0027"(cosedimentation)	Kislinger et al. (2006)	pubmed:16615898|mint:MINT-5218505	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-8401905|mint:MINT-4409852	intact-miscore:0.35
uniprotkb:P62259	uniprotkb:Q7TMB8	intact:EBI-356480|uniprotkb:P29360|uniprotkb:P42655|uniprotkb:Q63631	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:1433e_mouse(display_long)|uniprotkb:Ywhae(gene name)|psi-mi:Ywhae(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0027"(cosedimentation)	Kislinger et al. (2006)	pubmed:16615898|mint:MINT-5218505	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-8392519|mint:MINT-4409850	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:Q6ZPJ3	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-6999453|intact:MINT-7034165|uniprotkb:Q60800|uniprotkb:A2A7X3|uniprotkb:Q7TPN2|uniprotkb:Q8BLE8|uniprotkb:Q6PCR9	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:ube2o_mouse(display_long)|uniprotkb:E2/E3 hybrid ubiquitin-protein ligase UBE2O(gene name synonym)|uniprotkb:Ube2o(gene name)|psi-mi:Ube2o(display_short)|uniprotkb:Kiaa1734(gene name synonym)|uniprotkb:Ubiquitin-protein ligase O(gene name synonym)|uniprotkb:Ubiquitin carrier protein O(gene name synonym)|uniprotkb:Ubiquitin-conjugating enzyme E2 of 230 kDa(gene name synonym)|uniprotkb:Ubiquitin-conjugating enzyme E2 O(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:Q8C7R4	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-8418744|intact:MINT-4114710	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:uba6_mouse(display_long)|uniprotkb:Ube1l2(gene name synonym)|uniprotkb:Uba6(gene name)|psi-mi:Uba6(display_short)|uniprotkb:Ubiquitin-activating enzyme E1-like protein 2(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:Q9QUQ5	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-7385752|uniprotkb:Q9QZC0|intact:MINT-144626|uniprotkb:Q62350|uniprotkb:Q9QUQ9	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:trpc4_mouse(display_long)|uniprotkb:Trpc4(gene name)|psi-mi:Trpc4(display_short)|uniprotkb:Trrp4(gene name synonym)|uniprotkb:Receptor-activated cation channel TRP4(gene name synonym)|uniprotkb:Capacitative calcium entry channel Trp4(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:Q9CQE1	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-8334213|intact:MINT-1860977|uniprotkb:Q8VHX9|uniprotkb:B1AWZ4	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:nps3b_mouse(display_long)|uniprotkb:Nipsnap3b(gene name)|psi-mi:Nipsnap3b(display_short)|uniprotkb:NipSnap-related protein(gene name synonym)|uniprotkb:Nipsnap3a(gene name synonym)|uniprotkb:Protein NipSnap homolog 3A(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:P61358	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-8401481|intact:MINT-1863099	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:rl27_mouse(display_long)|uniprotkb:Rpl27(gene name)|psi-mi:Rpl27(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:Q62159	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-8419868|uniprotkb:Q3TUN0|intact:MINT-4132345	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:rhoc_mouse(display_long)|uniprotkb:Rhoc(gene name)|psi-mi:Rhoc(display_short)|uniprotkb:Arhc(gene name synonym)|uniprotkb:Silica-induced gene 61 protein(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
uniprotkb:Q7TMB8	uniprotkb:Q921J2	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	intact:EBI-7924728|intact:MINT-4611176	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:rheb_mouse(display_long)|uniprotkb:Rheb(gene name)|psi-mi:Rheb(display_short)|uniprotkb:Ras homolog enriched in brain(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727444|imex:IM-26285-5	intact-miscore:0.35
